Cep,Rua,Bairro,Lat,Lng
58428013,Rua Professor Inácio Simões,Centenário,-7227779699999990,-358981782
58428016,Rua Delmiro Gouveia,Centenário,-37342859,-384881639
58428018,Rua Telegrafista José Távora,Centenário,-72251353,-358978469
58428020,Rua Telegrafista José Távora,Centenário,-72251353,-358978469
58428023,Rua Professor Capiba,Centenário,-72256898,-358959277
58428025,Rua Duque de Caxias,Centenário,-230151656,-475264452
58428030,Rua Edson do Ó,Centenário,-72281974,-358990865
58428033,Rua São Bento,Centenário,-235466949,-466354718
58428040,Rua Vicente Correia,Centenário,-7228705000000000,-358999395
58428050,Rua Deputado Jáder Medeiros,Centenário,-7122271,-348450199
58428055,Travessa Deputado Jáder Medeiros,Centenário,-72261795,-358997189
58428060,Rua Teixeira de Freitas,Centenário,-300580759,-512038901
58428063,Travessa Oswaldo Cruz,Centenário,-7225440799999990,-358998516
58428070,Rua da República,Centenário,-300389812,-5122405389999990
58428075,Rua Doutor Inácio Mayer,Centenário,-7227092,-359007997
58428080,Rua Francisco Lopes,Centenário,-236814224,-470342309
58428090,Rua Ladislau Rodrigues de Souza,Centenário,-7227334399999990,-359016723
58428095,Rua Oswaldo Cruz,Centenário,-239646851,-463215779
58428100,Rua Argentina,Centenário,-235716234,-466689532
58428104,Rua Conselheiro Crispiniano Pereira Nepomuceno,Centenário,-7243500999999990,-358954198
58428105,Rua José Peixoto,Centenário,-234866739,-466365515
58428111,Avenida Marechal Floriano Peixoto,Centenário,-25479955,-492479242
58428115,Rua Manoel da Costa Sales,Centenário,-7227690099999990,-359033921
58428118,Rua Baltazar da Silva Gomes,Centenário,-72269036,-359038577
58428125,Rua Antônio Soares Filho,Centenário,-236474584,-464512746
58428130,Avenida Marechal Floriano Peixoto,Centenário,-25479955,-492479242
58428133,Rua Adiel Valdivino,Centenário,-7227513600000000,-359050808
58428138,Rua Paulo Afonso,Centenário,-19941671,-439459337
58428140,Rua José Francisco Sobrinho,Centenário,-7228205999999990,-35905729
58428145,Rua Rosalina Alves Chaves,Centenário,-7227995399999990,-359064393
58428150,Rua Eunice Ribeiro Araújo,Centenário,-7362440399999990,-359012706
58428153,Rua Leoniza Martins Leite,Centenário,-72281829,-359078185
58428158,Rua Professor Carlos Francisco Medeiros de Almeida,Centenário,-72225571,-359032185
58428180,Rua Santa Bárbara,Centenário,-240426254,-465170672
58428185,Rua Severina Monteiro Viana,Centenário,-72273845,-359086362
58428190,Avenida Professor Almeida Barreto,Centenário,-72292383,-358978557
58428195,Rua Joaquim Gonçalves Ledo,Centenário,-234493855,-465939141
58428198,Rua São Miguel,Centenário,395987839,-88110501
58428200,Rua José Pimentel de Lima,Centenário,-7227303600000000,-359101086
58428203,Rua Francisco Roberto,Centenário,-72272633,-359107784
58428205,Rua Reginaldo Cavalcante Pereira,Centenário,-72272633,-359107784
58428210,Rua Paulo Pontes,Centenário,-23600904,-465194669
58428215,Rua João de Almeida Pequeno,Centenário,-7226928099999990,-359116306
58428218,Travessa João de Almeida Pequeno,Centenário,-7226928099999990,-359116306
58428220,Avenida Vinte e Sete de Julho,Centenário,-7222383199999990,-359118366
58428222,Rua Francisco Roberto,Centenário,-72272633,-359107784
58428225,Rua Rui Barbosa de Melo,Centenário,-72260806,-359123647
58428228,Travessa Aurita Aires Guimarães,Centenário,-72176775,-358915788
58428230,Rua Aurita Aires Guimarães,Centenário,-72176775,-358915788
58428231,Praça Nossa Senhora de Fátima,Centenário,-275867945,-485799381
58428235,Rua Júlio Costa,Centenário,-178640058,-415209151
58428240,Rua Marta Regina,Centenário,-7226176000000000,-359113019
58428250,Rua Manoel Lucena,Centenário,-211131931,-478029276
58428300,Rua Manoel Lucena,Pedregal,-211131931,-478029276
58428305,Travessa Santo Antônio,Pedregal,-228842537,-431111497
58428312,Rua José Moura,Pedregal,-198750867,-43988101
58428315,Rua Reginaldo Cavalcante Pereira,Pedregal,-72272633,-359107784
58428323,Rua Francisco Valeriano da Silva Júnior,Pedregal,Nan,Nan
58428330,Avenida Vinte e Sete de Julho,Pedregal,-7222383199999990,-359118366
58428340,Rua Doutora Maria Estelita Cruz Pereira Pinto,Pedregal,-72216287,-359097414
58428345,Rua São Vicente,Pedregal,411768028,-86295552
58428350,Rua Enfermeiro Luís Alves Filho,Pedregal,-72227009,-359108798
58428353,Travessa Ricardo A. Silveira,Pedregal,391150484,-93590241
58428355,Rua Ricardo A. Silveira,Pedregal,Nan,Nan
58428360,Rua Nossa Senhora de Fátima,Pedregal,411597924,-8624965699999990
58428366,Rua José Carmélio Machado Veloso,Pedregal,-72250551,-3591107179999990
58428370,Rua São Sebastião,Pedregal,-236314362,-466918189
58428373,Rua Ivan Gomes,Pedregal,-224219971,-434176685
58428378,Rua São João Batista,Pedregal,-229571435,-431893433
58428380,Rua Rita Lúcia,Pedregal,-7223896799999990,-35910527
58428383,Rua Argentina Maria Oliveira,Pedregal,-7223664100000000,-359100504
58428390,Rua Manoel Agripino Cavalcante,Pedregal,Nan,Nan
58428400,Rua Maria Aparecida Carneiro,Pedregal,-72217383,-35906168
58428403,Rua Manoel Agripino Carneiro,Pedregal,Nan,Nan
58428410,Rua Abel Costa,Pedregal,-7219036699999990,-359083715
58428420,Rua São Geraldo,Pedregal,-235329204,-466656208
58428423,Rua São Pedro,Pedregal,387109875,"-9,12883789999999E+015"
58428425,Rua Francisco Colares,Pedregal,-7221818,-359082845
58428428,Rua Eliza Joaquim da Costa,Pedregal,Nan,Nan
58428435,Rua Lino Gomes Rosendo,Pedregal,-7149878699999990,-35854339
58428437,Rua São Geraldo 3,Pedregal,-236823113,-4654632110000000
58428438,Travessa Maria Aparecida Carneiro,Pedregal,-72346855,-358816135
58428450,Rua Newton Paiva Fernandes,Pedregal,-7222732799999990,-359069724
58428453,Rua Resende,Pedregal,-229131779,-431860845
58428455,Rua Santo Antônio,Pedregal,-235519758,-466455744
58428458,Rua São Geraldo Dois,Pedregal,Nan,Nan
58428465,Rua Mauro Gonçalves,Pedregal,-19997877,-440462174
58428480,Rua Major Angelino Xavier,Pedregal,-7222600999999990,-359068235
58428490,Rua Santa Luzia,Pedregal,-229096688,-431724068
58428510,Rua São Francisco,Pedregal,-254280348,-492704056
58428512,1ª Travessa São Francisco,Pedregal,-25589981,-442198515
58428514,2ª Travessa São Francisco,Pedregal,-129664234,-384629974
58428516,Travessa Fernando da Cunha Lima,Pedregal,Nan,Nan
58428517,Rua Fernando da Cunha Lima,Pedregal,-71607221,-348786917
58428520,Rua São Miguel,Pedregal,395987839,-88110501
58428530,Rua Joaquim Gonçalves Ledo,Pedregal,-234493855,-465939141
58428540,Rua Santos,Pedregal,413796323,-87629524
58428545,Rua Nossa Senhora da Penha,Pedregal,414525111,-82774188
58428550,Rua Dezesseis de Agosto,Pedregal,-38652403,-386515622
58428553,Rua Santa Maria,Pedregal,326479337,-169009359
58428555,Rua São José,Pedregal,-229046253,-431744762
58428560,Rua Santa Bárbara,Pedregal,-240426254,-465170672
58428570,Rua São Domingos,Pedregal,-23552763,-46643804
58428572,Travessa São Domingos,Pedregal,-228990879,-431291666
58428580,Rua Nossa Senhora do Carmo,Pedregal,-81011321,-349165914
58428585,Rua Nossa Senhora das Dores,Pedregal,-235703195,-465337828
58428590,Rua São Benedito,Pedregal,-236423051,-466971255
58428592,Travessa São Benedito,Pedregal,-25775531,-443059901
58428600,Rua Padre Cícero,Pedregal,-7204653899999990,-393197647
58428605,Rua Senhor do Bonfim,Pedregal,-234108201,-464062053
58428610,Rua Deputado Raimundo Asfora,Pedregal,-72224846,-3590479180000000
58428640,Rua Deputado Raimundo Asfora,Bela Vista,-72224846,-3590479180000000
58428650,Rua Professora Luiza Barbosa Leal,Bela Vista,-7224163300000000,-358997265
58428700,Rua Professor Carlos Francisco Medeiros de Almeida,Bela Vista,-72225571,-359032185
58428710,Rua Senador Epitácio Pessoa Cavalcante,Bela Vista,-72232794,-359006096
58428720,Rua Doutor José Augusto Ribeiro,Bela Vista,-37255531,-384818884
58428730,Rua Marechal Deodoro,Bela Vista,-236415365,-466949414
58428735,Rua Coronel João da Costa e Silva,Bela Vista,-72227469,-358997066
58428740,Rua Cônego Pequeno,Bela Vista,-72192335,-359009865
58428745,Rua Auta Leite,Bela Vista,-7220346899999990,-358999298
58428750,Rua José de Alencar,Bela Vista,-80631301,-348900348
58428770,Rua Delzo Donato,Bela Vista,-72198652,-359018446
58428774,Rua Otaviano Bezerra da Cunha,Bela Vista,-7220112500000000,-359005054
58428790,Rua Montevideo,Bela Vista,-199512457,-439343211
58428792,Travessa Montevideo,Bela Vista,-236003366,-470230712
58428795,Rua Rodrigues Alves,Bela Vista,-7219655700000000,-358993768
58428800,Rua Capitão João Alves de Lira,Bela Vista,-7218909399999990,-358988056
58428810,Rua Nilda de Queiroz Neves,Bela Vista,-7218467599999990,-359021698
58428811,2ª Travessa Cônego Pequeno,Bela Vista,-72154137,-359000711
58428812,1ª Travessa Cônego Pequeno,Bela Vista,-72154137,-359000711
58428830,Rua Aprígio Veloso,Bela Vista,-72170802,-359084898
58428833,Travessa Aprígio Veloso,Bela Vista,-7216417700000000,-359043909
58428838,Rua Silva Barbosa,Bela Vista,-72161117,-35904399
58428850,Rua Dom Pedro II,Bela Vista,-198905141,-4383062779999990
58428855,Rua Idelfonso Aires,Bela Vista,-72171943,-3590009939999990
58428860,Avenida Rio Branco,Bela Vista,-229059821,-431773249
58428865,Rua Coronel José Vicente,Bela Vista,-227415014,-451226849
58428870,Rua Sargento Hermes Ferreira Ramos,Bela Vista,-7215732399999990,-359000996
58428873,Rua José Augusto Trindade,Bela Vista,-71180147,-348262962
58428880,Rua Conde D'Eu,Bela Vista,-236437994,-4669342229999990
58429000,Rua Doutor José Augusto Ribeiro,Universitário,-37255531,-384818884
58429010,Rua Antônio Joaquim Pequeno,Universitário,-72181369,-359088333
58429013,Rua Emídio Lucas da Silva,Universitário,-7220174799999990,-359067204
58429015,Rua João Julião Martins,Universitário,-72187288,-359092273
58429020,Rua Maria de Lourdes Crispim Lima,Universitário,-72196928,-359078565
58429025,Rua Doutor Antônio Correia Lima,Universitário,-37128638,-385921014
58429035,Rua São Geraldo,Universitário,-235329204,-466656208
58429040,Rua Professor Severino Lopes Loureiro,Universitário,-7220972300000000,-359082431
58429043,Rua Arlindo Silva Amorim,Universitário,-72215555,-359079732
58429045,Rua Arthur Monteiro Viana,Universitário,-72203824,-359078442
58429050,Rua Abel Costa,Universitário,-7219036699999990,-359083715
58429060,Rua Doutor Francisco Lima Neto,Universitário,-7220624799999990,-359094386
58429065,Rua José de Arimatéia Lima,Universitário,-72209038,-359100729
58429070,Rua Doutora Maria Estelita Cruz Pereira Pinto,Universitário,-72216287,-359097414
58429073,Rua Oscar Guedes de Moura,Universitário,-7221172900000000,-359106529
58429078,Rua Antônio Trovão de Melo,Universitário,-7221462,-359110708
58429080,Rua Manoel Barros de Oliveira,Universitário,-72201289,-359106188
58429083,Rua Severino Figueiredo,Universitário,-72196856,-35911121
58429085,Rua José Gonçalves de Melo,Universitário,-199961665,-439724501
58429090,Rua Maria de Lourdes Crispim Lima,Universitário,-72196928,-359078565
58429095,Rua Álvaro Ferreira Leão,Universitário,-72201289,-359106188
58429100,Rua João Julião Martins,Universitário,-72187288,-359092273
58429105,Rua Antônio Joaquim Pequeno,Universitário,-72181369,-359088333
58429110,Avenida Ricardo Wagner da Silva Paz,Universitário,-72194372,-359127606
58429115,Rua Inácio da Costa Ramos,Universitário,-7247768700000000,-359306643
58429120,Avenida Joaquim Caroca,Universitário,-72195339,-359136074
58429130,Avenida Vinte e Sete de Julho,Universitário,-7222383199999990,-359118366
58429140,Rua Aprígio Veloso,Universitário,-72170802,-359084898
58429145,Rua Rodrigues Alves,Universitário,-7219655700000000,-358993768
58429148,Rua Pedro Feitosa Neves,Universitário,-721976,-359038447
58429150,Rua Capitão João Alves de Lira,Universitário,-7218909399999990,-358988056
58429153,Rua Edmundo Pereira de Assis,Universitário,-72192275,-359053426
58429160,Rua Silva Barbosa,Universitário,-72161117,-35904399
58429162,Travessa Aprígio Veloso,Universitário,-7216417700000000,-359043909
58429164,Travessa Silva Barbosa,Universitário,-72141533,-359033851
58429166,Rua José Raimundo dos Santos,Universitário,-19773064,-439327767
58429170,Rua Aprígio Veloso,Universitário,-72170802,-359084898
58429180,Rua Professora Lenier Sucupira Meira de Almeida,Universitário,-7211123000000000,-359075333
58429218,Rua Oswaldo Tavares Agra,Universitário,271766701,7800807449999990
58429220,Rua Prefeito Bento Figueiredo,Universitário,-7209690699999990,-35909109
58429240,Rua Inalda Meira Gayoso,Universitário,-72100877,-359047338
58429250,Rua João Suassuna,Universitário,-72122617,-35896333
58429253,Rua Isaura Suassuna de Medeiros,Universitário,-72072154,-358887721
58429255,Rua Oscar Machado de Medeiros,Universitário,Nan,Nan
58429270,Rua Olegário Maciel,Universitário,-217648607,-43353901
58429280,Rua Brigadeiro Eduardo Gomes,Universitário,-155941608,-561056022
58429285,Avenida Canal,Universitário,Nan,Nan
58429323,Rua Prefeito Antônio Pereira Diniz,Universitário,-7207329799999990,-359090178
58429326,Rua Professor Olavo Cruz,Universitário,-72068209,-359085539
58429330,Rua Senador Teotônio Vilela,Universitário,-234216354,-464189466
58429333,Rua Clementino Cândido Fernandes,Universitário,-72063776,-359072608
58429336,Rua Gildete Dias Dutra,Universitário,-72059336,-359067051
58429340,Rua Maria Andrade do Nascimento,Universitário,-7207499400000000,-35907364
58429348,Rua José Celino da Silva,Universitário,-7205483200000000,-35906217
58429350,Rua Doutor Francisco Pinto de Oliveira,Universitário,-7204941900000000,-359074687
58429370,Avenida Ministro Alcides Carneiro,Universitário,-720532,-359047671
58429374,Travessa Doutor Francisco Pinto de Oliveira,Universitário,-7204941900000000,-359074687
58429403,Rua Josefa Batista de Araújo,Universitário,Nan,Nan
58429406,Rua Custódio Miranda,Universitário,-224675051,-444607383
58429409,Rua Leonardo Medeiros de araújo,Universitário,Nan,Nan
58429500,Rua Baraúnas,Universitário,-7209418299999990,-359166485
58429510,Rua Violonista Luiz Gonzaga Diniz,Universitário,-71728479,-348607281
58429515,Rua José Farias da Nóbrega,Universitário,-72046296,-359170726
58429550,Rua Manoel Tenório de Souza,Universitário,-72075388,-359160618
58429560,Rua Joaquim Pereira dos Santos,Universitário,-236865338,-464659609
58429570,Rua Domitila Cabral de Castro,Universitário,-72090659,-359158859
58429600,Avenida Juvêncio Arruda,Universitário,-7210778499999990,-359188328
58429610,Rua Alzira Pereira de Oliveira,Universitário,-217390518,-43340235
58429620,Rua João Alfredo Filho,Universitário,-7209300499999990,-359183921
58429690,Rua Emiliano Rosendo da Silva,Universitário,-72078023,-359222515
58429900,Rua Aprígio Veloso 882,Universitário,-7217002000000000,-359106219
58429970,Rua Aprígio Veloso 785,Universitário,-72177262,-359098021
58430000,Avenida Industrial Ademar Veloso da Silveira,Bodocongó,-7217744000000000,-35915315
58430010,Rua Antônio Bezerra Paz,Bodocongó,-71998541,-358814661
58430015,Rua Antonio Jose Santiago,Bodocongó,-72298775,-3591398119999990
58430025,Rua Vânia Monteiro Cavalcante,Bodocongó,-7224437399999990,-359127838
58430030,Rua Engenheiro Lourival Andrade,Bodocongó,Nan,Nan
58430050,Rua Antônio Luiz da Silva,Bodocongó,-198128513,-440272063
58430053,Rua Maria Olívia Mendes Braga,Bodocongó,-72291687,-359138968
58430065,Rua Maria de Lourdes Pereira Pinto,Bodocongó,-7228167299999990,-359143389
58430070,Rua Flávio Eloi de Almeida,Bodocongó,-7228990999999990,-35914878
58430075,Rua Maria Leal de Melo,Bodocongó,Nan,Nan
58430080,Rua Rosa Gonzaga de Luna,Bodocongó,-7228425799999990,-359157277
58430083,Rua Alberto Gentile,Bodocongó,-7227837,-359156901
58430088,Rua Wellington Barreto,Bodocongó,-72272981,-359162073
58430090,Rua Isolda Barros Torquato,Bodocongó,-7226792,-359162098
58430095,Rua Marcos da Silva Santos,Bodocongó,Nan,Nan
58430115,Rua Elísio Nepomuceno,Bodocongó,-7229868799999990,-359181245
58430118,Rua Pedro Marcelino Diniz,Bodocongó,-7229286,-359176608
58430120,Rua Severino Martins,Bodocongó,-223299701,-49114297
58430121,1ª Travessa Beira Rio,Bodocongó,-81213803,-349637901
58430122,2ª Travessa Beira Rio,Bodocongó,-128617119,-384702059
58430125,Rua Elizabeth Arruda,Bodocongó,-72293298,-359185489
58430130,Rua Cleudo Leite do Nascimento,Bodocongó,-72316129,-359192003
58430133,Rua Adão de Souza,Bodocongó,-7231063600000000,-359195418
58430136,Rua Esequias Trajano,Bodocongó,-7230507099999990,-359199682
58430140,Rua Sebastião Martins de Oliveira,Bodocongó,-72308192,-359206246
58430143,Rua Dulce Escorel,Bodocongó,-72299531,-3592002859999990
58430145,Rua Antônio de Brito Lira,Bodocongó,-64219814,-439899287
58430148,Rua Vitorina Barreto de Oliveira,Bodocongó,-72293822,-359202242
58430150,Rua Professora Maria do Carmo Montenegro,Bodocongó,-7228861800000000,-359203231
58430160,Rua Freira Francisca Gusmão,Bodocongó,-7228225800000000,-359186237
58430170,Rua Coronel Aníbal Ferreira,Bodocongó,-7227707199999990,-359188867
58430180,Rua Coronel João Figueiredo,Bodocongó,-7227231199999990,-359188297
58430190,Rua Glauber Alisson Guimarães Figueiredo,Bodocongó,-72267784,-359191716
58430200,Rua Joaquim Amorim Júnior,Bodocongó,-7226409100000000,-359222831
58430220,Rua Compositor Noel Rosa,Bodocongó,-7226779400000000,-35919097
58430226,Rua José Vitorino da Silva,Bodocongó,-72258974,-359214835
58430230,Rua Josinete Oliveira Alves,Bodocongó,-7225520500000000,-359213739
58430235,Rua Professor Antônio Oliveira,Bodocongó,-7224930800000000,-359201424
58430245,Rua Pedro Xavier,Bodocongó,-235424964,-514408179
58430248,Rua Rosalina Xavier,Bodocongó,-7223836200000000,-359206469
58430250,Rua Antônio Marinho,Bodocongó,415589993,-84193363
58430253,Rua Maria do Socorro Farias,Bodocongó,-7224096899999990,-359196928
58430258,Rua Izabel Maria da Conceição,Bodocongó,-72241008,-3591921740000000
58430260,Rua Maestro Nilo Lima,Bodocongó,-7224645,-3591867570000000
58430270,Rua Elvira Carolino de Lima,Bodocongó,-7224456999999990,-359177136
58430275,Rua Cecy Ramos Belo,Bodocongó,-7223588400000000,-359172889
58430280,Rua Quintino de Freitas,Bodocongó,-7224953900000000,-359167345
58430290,Rua Isolda Barros Torquato,Bodocongó,-7226792,-359162098
58430310,Rua Professora Elza Feitosa de Vasconcelos,Bodocongó,-7224831,-359156673
58430320,Rua Geraldo Costa de Oliveira,Bodocongó,-7225021299999990,-359147007
